answer,correct,detail,error,extra_terms,idx,kind,missing_terms,numeric_delta,question,score
是。失效模式“在负载连接的情况下意外开盖”的现行探测控制为“BIT机内测试”。,1,exact_text,,,337,mode_has_detect,,,失效模式“在负载连接的情况下意外开盖”是否记录了现行探测控制？,1
是。失效模式“在负载连接的情况下意外开盖”的现行预防控制是：提高防护等级。,1,exact_boolean,,,338,mode_boolean_prevent,,,失效模式“在负载连接的情况下意外开盖”的现行预防控制是否为“提高防护等级”?,1
是。失效模式“在负载连接的情况下意外开盖”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,339,mode_boolean_detect,,,失效模式“在负载连接的情况下意外开盖”的现行探测控制是否为“BIT机内测试”？,1
FMEA编号“H-187-5.5”对应的失效模式是：在负载连接的情况下意外开盖。,1,exact_text,,,340,code_to_mode,,,FMEA编号“H-187-5.5”对应的失效模式是什么？,1
是。项目/功能“高压箱”包含失效模式“在负载连接的情况下意外开盖”。,1,exact_boolean,,,341,mode_project_repeat,,,项目/功能“高压箱”中是否包含失效模式“在负载连接的情况下意外开盖”？,1
失效模式“充电时触电”属于项目/功能“高压箱”。,1,exact_text,,,342,mode_project,,,失效模式“充电时触电”属于哪个项目/功能？,1
失效模式“充电时触电”对应的FMEA编号是：H-187-5.6。,1,exact_text,,,343,mode_code,,,失效模式“充电时触电”对应的FMEA编号是什么？,1
失效模式“充电时触电”的RPN是：90。,1,exact_number,,,344,mode_rpn,,0.0,失效模式“充电时触电”的RPN是多少？,1
失效模式“充电时触电”的严酷度S是：9。,1,exact_number,,,345,mode_s,,0.0,失效模式“充电时触电”的严酷度S是多少？,1
失效模式“充电时触电”的发生度O是：2。,1,exact_number,,,346,mode_o,,0.0,失效模式“充电时触电”的发生度O是多少？,1
失效模式“充电时触电”的可探测度D是：5。,1,exact_number,,,347,mode_d,,0.0,失效模式“充电时触电”的可探测度D是多少？,1
失效模式“充电时触电”的潜在失效原因/机理是：充电时继电器未断开。,1,exact_text,,,348,mode_cause,,,失效模式“充电时触电”的潜在失效原因/机理是什么？,1
失效模式“充电时触电”的潜在失效后果是：安全事故。,1,exact_text,,,349,mode_effect,,,失效模式“充电时触电”的潜在失效后果是什么？,1
针对失效模式“充电时触电”，现行预防控制是：提高防护等级；现行探测控制是：BIT机内测试。,1,exact_set,,,350,mode_controls,,,针对失效模式“充电时触电”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“充电时触电”，建议措施是：未记录。,0,exact_text,,,351,mode_action,,,针对失效模式“充电时触电”，建议措施是什么？,0
是。失效模式“充电时触电”的潜在失效原因/机理是：充电时继电器未断开。,1,exact_boolean,,,352,mode_boolean_cause,,,失效模式“充电时触电”的原因是否包含“充电时继电器未断开”？,1
是。失效模式“充电时触电”的潜在失效后果是：安全事故。,1,exact_boolean,,,353,mode_boolean_effect,,,失效模式“充电时触电”的后果是否为“安全事故”？,1
是。失效模式“充电时触电”所属项目/功能是：高压箱。,1,exact_boolean,,,354,mode_boolean_project,,,失效模式“充电时触电”是否属于“高压箱”？,1
是。失效模式“充电时触电”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,355,mode_boolean_product,,,失效模式“充电时触电”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“充电时触电”的RPN是：90。,1,exact_boolean,,,356,mode_boolean_rpn,,,失效模式“充电时触电”的RPN是否为“90”？,1
是。失效模式“充电时触电”的严酷度S是：9。,1,exact_boolean,,,357,mode_boolean_s,,,失效模式“充电时触电”的严酷度是否为“9”？,1
是。失效模式“充电时触电”的发生度O是：2。,1,exact_boolean,,,358,mode_boolean_o,,,失效模式“充电时触电”的发生度是否为“2”？,1
是。失效模式“充电时触电”的可探测度D是：5。,1,exact_boolean,,,359,mode_boolean_d,,,失效模式“充电时触电”的可探测度是否为“5”？,1
是。失效模式“充电时触电”的现行预防控制为“提高防护等级”。,1,exact_text,,,360,mode_has_prevent,,,失效模式“充电时触电”是否记录了现行预防控制？,1
是。失效模式“充电时触电”的现行探测控制为“BIT机内测试”。,1,exact_text,,,361,mode_has_detect,,,失效模式“充电时触电”是否记录了现行探测控制？,1
是。失效模式“充电时触电”的现行预防控制是：提高防护等级。,1,exact_boolean,,,362,mode_boolean_prevent,,,失效模式“充电时触电”的现行预防控制是否为“提高防护等级”?,1
是。失效模式“充电时触电”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,363,mode_boolean_detect,,,失效模式“充电时触电”的现行探测控制是否为“BIT机内测试”？,1
FMEA编号“H-187-5.6”对应的失效模式是：充电时触电。,1,exact_text,,,364,code_to_mode,,,FMEA编号“H-187-5.6”对应的失效模式是什么？,1
是。项目/功能“高压箱”包含失效模式“充电时触电”。,1,exact_boolean,,,365,mode_project_repeat,,,项目/功能“高压箱”中是否包含失效模式“充电时触电”？,1
失效模式“数据采样干扰性大和采样不准确”属于项目/功能“电池管理系”。,1,exact_text,,,366,mode_project,,,失效模式“数据采样干扰性大和采样不准确”属于哪个项目/功能？,1
失效模式“数据采样干扰性大和采样不准确”对应的FMEA编号是：H-187-6.1。,1,exact_text,,,367,mode_code,,,失效模式“数据采样干扰性大和采样不准确”对应的FMEA编号是什么？,1
失效模式“数据采样干扰性大和采样不准确”的RPN是：120。,1,exact_number,,,368,mode_rpn,,0.0,失效模式“数据采样干扰性大和采样不准确”的RPN是多少？,1
失效模式“数据采样干扰性大和采样不准确”的严酷度S是：4。,1,exact_number,,,369,mode_s,,0.0,失效模式“数据采样干扰性大和采样不准确”的严酷度S是多少？,1
失效模式“数据采样干扰性大和采样不准确”的发生度O是：6。,1,exact_number,,,370,mode_o,,0.0,失效模式“数据采样干扰性大和采样不准确”的发生度O是多少？,1
失效模式“数据采样干扰性大和采样不准确”的可探测度D是：5。,1,exact_number,,,371,mode_d,,0.0,失效模式“数据采样干扰性大和采样不准确”的可探测度D是多少？,1
失效模式“数据采样干扰性大和采样不准确”的潜在失效原因/机理是：电磁干扰，电路板虚焊或保护电阻损坏。,1,exact_text,,,372,mode_cause,,,失效模式“数据采样干扰性大和采样不准确”的潜在失效原因/机理是什么？,1
失效模式“数据采样干扰性大和采样不准确”的潜在失效后果是：影响用户使用。,1,exact_text,,,373,mode_effect,,,失效模式“数据采样干扰性大和采样不准确”的潜在失效后果是什么？,1
针对失效模式“数据采样干扰性大和采样不准确”，现行预防控制是：BMS 控制系统升级；现行探测控制是：BIT机内测试。,1,exact_set,,,374,mode_controls,,,针对失效模式“数据采样干扰性大和采样不准确”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“数据采样干扰性大和采样不准确”，建议措施是：定期检查和更新BMS系统。,1,exact_text,,,375,mode_action,,,针对失效模式“数据采样干扰性大和采样不准确”，建议措施是什么？,1
是。失效模式“数据采样干扰性大和采样不准确”的潜在失效原因/机理是：电磁干扰，电路板虚焊或保护电阻损坏。,1,exact_boolean,,,376,mode_boolean_cause,,,失效模式“数据采样干扰性大和采样不准确”的原因是否包含“电磁干扰，电路板虚焊或保护电阻损坏”？,1
是。失效模式“数据采样干扰性大和采样不准确”的潜在失效后果是：影响用户使用。,1,exact_boolean,,,377,mode_boolean_effect,,,失效模式“数据采样干扰性大和采样不准确”的后果是否为“影响用户使用”？,1
是。失效模式“数据采样干扰性大和采样不准确”所属项目/功能是：电池管理系。,1,exact_boolean,,,378,mode_boolean_project,,,失效模式“数据采样干扰性大和采样不准确”是否属于“电池管理系”？,1
是。失效模式“数据采样干扰性大和采样不准确”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,379,mode_boolean_product,,,失效模式“数据采样干扰性大和采样不准确”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“数据采样干扰性大和采样不准确”的RPN是：120。,1,exact_boolean,,,380,mode_boolean_rpn,,,失效模式“数据采样干扰性大和采样不准确”的RPN是否为“120”？,1
是。失效模式“数据采样干扰性大和采样不准确”的严酷度S是：4。,1,exact_boolean,,,381,mode_boolean_s,,,失效模式“数据采样干扰性大和采样不准确”的严酷度是否为“4”？,1
是。失效模式“数据采样干扰性大和采样不准确”的发生度O是：6。,1,exact_boolean,,,382,mode_boolean_o,,,失效模式“数据采样干扰性大和采样不准确”的发生度是否为“6”？,1
是。失效模式“数据采样干扰性大和采样不准确”的可探测度D是：5。,1,exact_boolean,,,383,mode_boolean_d,,,失效模式“数据采样干扰性大和采样不准确”的可探测度是否为“5”？,1
是。失效模式“数据采样干扰性大和采样不准确”的现行预防控制为“BMS 控制系统升级”。,1,exact_text,,,384,mode_has_prevent,,,失效模式“数据采样干扰性大和采样不准确”是否记录了现行预防控制？,1
是。失效模式“数据采样干扰性大和采样不准确”的现行探测控制为“BIT机内测试”。,1,exact_text,,,385,mode_has_detect,,,失效模式“数据采样干扰性大和采样不准确”是否记录了现行探测控制？,1
是。失效模式“数据采样干扰性大和采样不准确”的现行预防控制是：BMS 控制系统升级。,1,exact_boolean,,,386,mode_boolean_prevent,,,失效模式“数据采样干扰性大和采样不准确”的现行预防控制是否为“BMS 控制系统升级”?,1
是。失效模式“数据采样干扰性大和采样不准确”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,387,mode_boolean_detect,,,失效模式“数据采样干扰性大和采样不准确”的现行探测控制是否为“BIT机内测试”？,1
是。失效模式“数据采样干扰性大和采样不准确”的建议措施是：定期检查和更新BMS系统。,1,exact_boolean,,,388,mode_boolean_action,,,失效模式“数据采样干扰性大和采样不准确”的建议措施是否为“定期检查和更新BMS系统”？,1
FMEA编号“H-187-6.1”对应的失效模式是：数据采样干扰性大和采样不准确。,1,exact_text,,,389,code_to_mode,,,FMEA编号“H-187-6.1”对应的失效模式是什么？,1
是。项目/功能“电池管理系”包含失效模式“数据采样干扰性大和采样不准确”。,1,exact_boolean,,,390,mode_project_repeat,,,项目/功能“电池管理系”中是否包含失效模式“数据采样干扰性大和采样不准确”？,1
失效模式“SOC异常”属于项目/功能“电池管理系”。,1,exact_text,,,391,mode_project,,,失效模式“SOC异常”属于哪个项目/功能？,1
失效模式“SOC异常”对应的FMEA编号是：H-187-6.2。,1,exact_text,,,392,mode_code,,,失效模式“SOC异常”对应的FMEA编号是什么？,1
失效模式“SOC异常”的RPN是：144。,1,exact_number,,,393,mode_rpn,,0.0,失效模式“SOC异常”的RPN是多少？,1
失效模式“SOC异常”的严酷度S是：4。,1,exact_number,,,394,mode_s,,0.0,失效模式“SOC异常”的严酷度S是多少？,1
失效模式“SOC异常”的发生度O是：6。,1,exact_number,,,395,mode_o,,0.0,失效模式“SOC异常”的发生度O是多少？,1
失效模式“SOC异常”的可探测度D是：6。,1,exact_number,,,396,mode_d,,0.0,失效模式“SOC异常”的可探测度D是多少？,1
失效模式“SOC异常”的潜在失效原因/机理是：BMS SOC算法不合理。,1,exact_text,,,397,mode_cause,,,失效模式“SOC异常”的潜在失效原因/机理是什么？,1
失效模式“SOC异常”的潜在失效后果是：影响用户使用。,1,exact_text,,,398,mode_effect,,,失效模式“SOC异常”的潜在失效后果是什么？,1
针对失效模式“SOC异常”，现行预防控制是：更换SOC算法；现行探测控制是：BIT机内测试。,1,exact_set,,,399,mode_controls,,,针对失效模式“SOC异常”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“SOC异常”，建议措施是：定期检查和更新BMS系统。,1,exact_text,,,400,mode_action,,,针对失效模式“SOC异常”，建议措施是什么？,1
是。失效模式“SOC异常”的潜在失效原因/机理是：BMS SOC算法不合理。,1,exact_boolean,,,401,mode_boolean_cause,,,失效模式“SOC异常”的原因是否包含“BMS SOC算法不合理”？,1
是。失效模式“SOC异常”的潜在失效后果是：影响用户使用。,1,exact_boolean,,,402,mode_boolean_effect,,,失效模式“SOC异常”的后果是否为“影响用户使用”？,1
是。失效模式“SOC异常”所属项目/功能是：电池管理系。,1,exact_boolean,,,403,mode_boolean_project,,,失效模式“SOC异常”是否属于“电池管理系”？,1
是。失效模式“SOC异常”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,404,mode_boolean_product,,,失效模式“SOC异常”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“SOC异常”的RPN是：144。,1,exact_boolean,,,405,mode_boolean_rpn,,,失效模式“SOC异常”的RPN是否为“144”？,1
是。失效模式“SOC异常”的严酷度S是：4。,1,exact_boolean,,,406,mode_boolean_s,,,失效模式“SOC异常”的严酷度是否为“4”？,1
是。失效模式“SOC异常”的发生度O是：6。,1,exact_boolean,,,407,mode_boolean_o,,,失效模式“SOC异常”的发生度是否为“6”？,1
是。失效模式“SOC异常”的可探测度D是：6。,1,exact_boolean,,,408,mode_boolean_d,,,失效模式“SOC异常”的可探测度是否为“6”？,1
是。失效模式“SOC异常”的现行预防控制为“更换SOC算法”。,1,exact_text,,,409,mode_has_prevent,,,失效模式“SOC异常”是否记录了现行预防控制？,1
是。失效模式“SOC异常”的现行探测控制为“BIT机内测试”。,1,exact_text,,,410,mode_has_detect,,,失效模式“SOC异常”是否记录了现行探测控制？,1
是。失效模式“SOC异常”的现行预防控制是：更换SOC算法。,1,exact_boolean,,,411,mode_boolean_prevent,,,失效模式“SOC异常”的现行预防控制是否为“更换SOC算法”?,1
是。失效模式“SOC异常”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,412,mode_boolean_detect,,,失效模式“SOC异常”的现行探测控制是否为“BIT机内测试”？,1
是。失效模式“SOC异常”的建议措施是：定期检查和更新BMS系统。,1,exact_boolean,,,413,mode_boolean_action,,,失效模式“SOC异常”的建议措施是否为“定期检查和更新BMS系统”？,1
FMEA编号“H-187-6.2”对应的失效模式是：SOC异常。,1,exact_text,,,414,code_to_mode,,,FMEA编号“H-187-6.2”对应的失效模式是什么？,1
是。项目/功能“电池管理系”包含失效模式“SOC异常”。,1,exact_boolean,,,415,mode_project_repeat,,,项目/功能“电池管理系”中是否包含失效模式“SOC异常”？,1
失效模式“电池组过充未报警和未保护”属于项目/功能“电池管理系”。,1,exact_text,,,416,mode_project,,,失效模式“电池组过充未报警和未保护”属于哪个项目/功能？,1
失效模式“电池组过充未报警和未保护”对应的FMEA编号是：H-187-6.3。,1,exact_text,,,417,mode_code,,,失效模式“电池组过充未报警和未保护”对应的FMEA编号是什么？,1
失效模式“电池组过充未报警和未保护”的RPN是：60。,1,exact_number,,,418,mode_rpn,,0.0,失效模式“电池组过充未报警和未保护”的RPN是多少？,1
失效模式“电池组过充未报警和未保护”的严酷度S是：10。,1,exact_number,,,419,mode_s,,0.0,失效模式“电池组过充未报警和未保护”的严酷度S是多少？,1
失效模式“电池组过充未报警和未保护”的发生度O是：1。,1,exact_number,,,420,mode_o,,0.0,失效模式“电池组过充未报警和未保护”的发生度O是多少？,1
失效模式“电池组过充未报警和未保护”的可探测度D是：6。,1,exact_number,,,421,mode_d,,0.0,失效模式“电池组过充未报警和未保护”的可探测度D是多少？,1
失效模式“电池组过充未报警和未保护”的潜在失效原因/机理是：BMS 控制系统损坏。,1,exact_text,,,422,mode_cause,,,失效模式“电池组过充未报警和未保护”的潜在失效原因/机理是什么？,1
失效模式“电池组过充未报警和未保护”的潜在失效后果是：安全事故。,1,exact_text,,,423,mode_effect,,,失效模式“电池组过充未报警和未保护”的潜在失效后果是什么？,1
针对失效模式“电池组过充未报警和未保护”，现行预防控制是：BMS 控制系统升级；现行探测控制是：BIT机内测试。,1,exact_set,,,424,mode_controls,,,针对失效模式“电池组过充未报警和未保护”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“电池组过充未报警和未保护”，建议措施是：定期检查和更新BMS系统。,1,exact_text,,,425,mode_action,,,针对失效模式“电池组过充未报警和未保护”，建议措施是什么？,1
是。失效模式“电池组过充未报警和未保护”的潜在失效原因/机理是：BMS 控制系统损坏。,1,exact_boolean,,,426,mode_boolean_cause,,,失效模式“电池组过充未报警和未保护”的原因是否包含“BMS 控制系统损坏”？,1
是。失效模式“电池组过充未报警和未保护”的潜在失效后果是：安全事故。,1,exact_boolean,,,427,mode_boolean_effect,,,失效模式“电池组过充未报警和未保护”的后果是否为“安全事故”？,1
是。失效模式“电池组过充未报警和未保护”所属项目/功能是：电池管理系。,1,exact_boolean,,,428,mode_boolean_project,,,失效模式“电池组过充未报警和未保护”是否属于“电池管理系”？,1
是。失效模式“电池组过充未报警和未保护”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,429,mode_boolean_product,,,失效模式“电池组过充未报警和未保护”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“电池组过充未报警和未保护”的RPN是：60。,1,exact_boolean,,,430,mode_boolean_rpn,,,失效模式“电池组过充未报警和未保护”的RPN是否为“60”？,1
是。失效模式“电池组过充未报警和未保护”的严酷度S是：10。,1,exact_boolean,,,431,mode_boolean_s,,,失效模式“电池组过充未报警和未保护”的严酷度是否为“10”？,1
是。失效模式“电池组过充未报警和未保护”的发生度O是：1。,1,exact_boolean,,,432,mode_boolean_o,,,失效模式“电池组过充未报警和未保护”的发生度是否为“1”？,1
是。失效模式“电池组过充未报警和未保护”的可探测度D是：6。,1,exact_boolean,,,433,mode_boolean_d,,,失效模式“电池组过充未报警和未保护”的可探测度是否为“6”？,1
是。失效模式“电池组过充未报警和未保护”的现行预防控制为“BMS 控制系统升级”。,1,exact_text,,,434,mode_has_prevent,,,失效模式“电池组过充未报警和未保护”是否记录了现行预防控制？,1
是。失效模式“电池组过充未报警和未保护”的现行探测控制为“BIT机内测试”。,1,exact_text,,,435,mode_has_detect,,,失效模式“电池组过充未报警和未保护”是否记录了现行探测控制？,1
是。失效模式“电池组过充未报警和未保护”的现行预防控制是：BMS 控制系统升级。,1,exact_boolean,,,436,mode_boolean_prevent,,,失效模式“电池组过充未报警和未保护”的现行预防控制是否为“BMS 控制系统升级”?,1
是。失效模式“电池组过充未报警和未保护”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,437,mode_boolean_detect,,,失效模式“电池组过充未报警和未保护”的现行探测控制是否为“BIT机内测试”？,1
是。失效模式“电池组过充未报警和未保护”的建议措施是：定期检查和更新BMS系统。,1,exact_boolean,,,438,mode_boolean_action,,,失效模式“电池组过充未报警和未保护”的建议措施是否为“定期检查和更新BMS系统”？,1
FMEA编号“H-187-6.3”对应的失效模式是：电池组过充未报警和未保护。,1,exact_text,,,439,code_to_mode,,,FMEA编号“H-187-6.3”对应的失效模式是什么？,1
是。项目/功能“电池管理系”包含失效模式“电池组过充未报警和未保护”。,1,exact_boolean,,,440,mode_project_repeat,,,项目/功能“电池管理系”中是否包含失效模式“电池组过充未报警和未保护”？,1
失效模式“电池组过放未报警和未保护”属于项目/功能“电池管理系”。,1,exact_text,,,441,mode_project,,,失效模式“电池组过放未报警和未保护”属于哪个项目/功能？,1
失效模式“电池组过放未报警和未保护”对应的FMEA编号是：H-187-6.4。,1,exact_text,,,442,mode_code,,,失效模式“电池组过放未报警和未保护”对应的FMEA编号是什么？,1
失效模式“电池组过放未报警和未保护”的RPN是：240。,1,exact_number,,,443,mode_rpn,,0.0,失效模式“电池组过放未报警和未保护”的RPN是多少？,1
失效模式“电池组过放未报警和未保护”的严酷度S是：8。,1,exact_number,,,444,mode_s,,0.0,失效模式“电池组过放未报警和未保护”的严酷度S是多少？,1
失效模式“电池组过放未报警和未保护”的发生度O是：5。,1,exact_number,,,445,mode_o,,0.0,失效模式“电池组过放未报警和未保护”的发生度O是多少？,1
失效模式“电池组过放未报警和未保护”的可探测度D是：6。,1,exact_number,,,446,mode_d,,0.0,失效模式“电池组过放未报警和未保护”的可探测度D是多少？,1
失效模式“电池组过放未报警和未保护”的潜在失效原因/机理是：BMS 控制系统损坏。,1,exact_text,,,447,mode_cause,,,失效模式“电池组过放未报警和未保护”的潜在失效原因/机理是什么？,1
失效模式“电池组过放未报警和未保护”的潜在失效后果是：影响电池寿命或永久性损坏。,1,exact_text,,,448,mode_effect,,,失效模式“电池组过放未报警和未保护”的潜在失效后果是什么？,1
针对失效模式“电池组过放未报警和未保护”，现行预防控制是：BMS 控制系统升级；现行探测控制是：BIT机内测试。,1,exact_set,,,449,mode_controls,,,针对失效模式“电池组过放未报警和未保护”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“电池组过放未报警和未保护”，建议措施是：定期检查和更新BMS系统。,1,exact_text,,,450,mode_action,,,针对失效模式“电池组过放未报警和未保护”，建议措施是什么？,1
是。失效模式“电池组过放未报警和未保护”的潜在失效原因/机理是：BMS 控制系统损坏。,1,exact_boolean,,,451,mode_boolean_cause,,,失效模式“电池组过放未报警和未保护”的原因是否包含“BMS 控制系统损坏”？,1
是。失效模式“电池组过放未报警和未保护”的潜在失效后果是：影响电池寿命或永久性损坏。,1,exact_boolean,,,452,mode_boolean_effect,,,失效模式“电池组过放未报警和未保护”的后果是否为“影响电池寿命或永久性损坏”？,1
是。失效模式“电池组过放未报警和未保护”所属项目/功能是：电池管理系。,1,exact_boolean,,,453,mode_boolean_project,,,失效模式“电池组过放未报警和未保护”是否属于“电池管理系”？,1
是。失效模式“电池组过放未报警和未保护”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,454,mode_boolean_product,,,失效模式“电池组过放未报警和未保护”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“电池组过放未报警和未保护”的RPN是：240。,1,exact_boolean,,,455,mode_boolean_rpn,,,失效模式“电池组过放未报警和未保护”的RPN是否为“240”？,1
是。失效模式“电池组过放未报警和未保护”的严酷度S是：8。,1,exact_boolean,,,456,mode_boolean_s,,,失效模式“电池组过放未报警和未保护”的严酷度是否为“8”？,1
是。失效模式“电池组过放未报警和未保护”的发生度O是：5。,1,exact_boolean,,,457,mode_boolean_o,,,失效模式“电池组过放未报警和未保护”的发生度是否为“5”？,1
是。失效模式“电池组过放未报警和未保护”的可探测度D是：6。,1,exact_boolean,,,458,mode_boolean_d,,,失效模式“电池组过放未报警和未保护”的可探测度是否为“6”？,1
是。失效模式“电池组过放未报警和未保护”的现行预防控制为“BMS 控制系统升级”。,1,exact_text,,,459,mode_has_prevent,,,失效模式“电池组过放未报警和未保护”是否记录了现行预防控制？,1
是。失效模式“电池组过放未报警和未保护”的现行探测控制为“BIT机内测试”。,1,exact_text,,,460,mode_has_detect,,,失效模式“电池组过放未报警和未保护”是否记录了现行探测控制？,1
是。失效模式“电池组过放未报警和未保护”的现行预防控制是：BMS 控制系统升级。,1,exact_boolean,,,461,mode_boolean_prevent,,,失效模式“电池组过放未报警和未保护”的现行预防控制是否为“BMS 控制系统升级”?,1
是。失效模式“电池组过放未报警和未保护”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,462,mode_boolean_detect,,,失效模式“电池组过放未报警和未保护”的现行探测控制是否为“BIT机内测试”？,1
是。失效模式“电池组过放未报警和未保护”的建议措施是：定期检查和更新BMS系统。,1,exact_boolean,,,463,mode_boolean_action,,,失效模式“电池组过放未报警和未保护”的建议措施是否为“定期检查和更新BMS系统”？,1
FMEA编号“H-187-6.4”对应的失效模式是：电池组过放未报警和未保护。,1,exact_text,,,464,code_to_mode,,,FMEA编号“H-187-6.4”对应的失效模式是什么？,1
是。项目/功能“电池管理系”包含失效模式“电池组过放未报警和未保护”。,1,exact_boolean,,,465,mode_project_repeat,,,项目/功能“电池管理系”中是否包含失效模式“电池组过放未报警和未保护”？,1
失效模式“BMS通信异常”属于项目/功能“电池管理系”。,1,exact_text,,,466,mode_project,,,失效模式“BMS通信异常”属于哪个项目/功能？,1
失效模式“BMS通信异常”对应的FMEA编号是：H-187-6.5。,1,exact_text,,,467,mode_code,,,失效模式“BMS通信异常”对应的FMEA编号是什么？,1
失效模式“BMS通信异常”的RPN是：120。,1,exact_number,,,468,mode_rpn,,0.0,失效模式“BMS通信异常”的RPN是多少？,1
失效模式“BMS通信异常”的严酷度S是：4。,1,exact_number,,,469,mode_s,,0.0,失效模式“BMS通信异常”的严酷度S是多少？,1
失效模式“BMS通信异常”的发生度O是：5。,1,exact_number,,,470,mode_o,,0.0,失效模式“BMS通信异常”的发生度O是多少？,1
失效模式“BMS通信异常”的可探测度D是：6。,1,exact_number,,,471,mode_d,,0.0,失效模式“BMS通信异常”的可探测度D是多少？,1
失效模式“BMS通信异常”的潜在失效原因/机理是：通信线断裂、线路连接错误、受电磁干扰。,1,exact_text,,,472,mode_cause,,,失效模式“BMS通信异常”的潜在失效原因/机理是什么？,1
失效模式“BMS通信异常”的潜在失效后果是：影响电池工作。,1,exact_text,,,473,mode_effect,,,失效模式“BMS通信异常”的潜在失效后果是什么？,1
针对失效模式“BMS通信异常”，现行预防控制是：未记录；现行探测控制是：BIT机内测试。,1,exact_set,,,474,mode_controls,,,针对失效模式“BMS通信异常”，现行预防控制和现行探测控制分别是什么？,1
针对失效模式“BMS通信异常”，建议措施是：定期检查和更新BMS系统。,1,exact_text,,,475,mode_action,,,针对失效模式“BMS通信异常”，建议措施是什么？,1
是。失效模式“BMS通信异常”的潜在失效原因/机理是：通信线断裂、线路连接错误、受电磁干扰。,1,exact_boolean,,,476,mode_boolean_cause,,,失效模式“BMS通信异常”的原因是否包含“通信线断裂、线路连接错误、受电磁干扰”？,1
是。失效模式“BMS通信异常”的潜在失效后果是：影响电池工作。,1,exact_boolean,,,477,mode_boolean_effect,,,失效模式“BMS通信异常”的后果是否为“影响电池工作”？,1
是。失效模式“BMS通信异常”所属项目/功能是：电池管理系。,1,exact_boolean,,,478,mode_boolean_project,,,失效模式“BMS通信异常”是否属于“电池管理系”？,1
是。失效模式“BMS通信异常”所属产品是：磷酸铁锂电池。,1,exact_boolean,,,479,mode_boolean_product,,,失效模式“BMS通信异常”是否来自产品“磷酸铁锂电池”？,1
是。失效模式“BMS通信异常”的RPN是：120。,1,exact_boolean,,,480,mode_boolean_rpn,,,失效模式“BMS通信异常”的RPN是否为“120”？,1
是。失效模式“BMS通信异常”的严酷度S是：4。,1,exact_boolean,,,481,mode_boolean_s,,,失效模式“BMS通信异常”的严酷度是否为“4”？,1
是。失效模式“BMS通信异常”的发生度O是：5。,1,exact_boolean,,,482,mode_boolean_o,,,失效模式“BMS通信异常”的发生度是否为“5”？,1
是。失效模式“BMS通信异常”的可探测度D是：6。,1,exact_boolean,,,483,mode_boolean_d,,,失效模式“BMS通信异常”的可探测度是否为“6”？,1
否。失效模式“BMS通信异常”未记录现行预防控制。,1,exact_text,,,484,mode_has_prevent,,,失效模式“BMS通信异常”是否记录了现行预防控制？,1
是。失效模式“BMS通信异常”的现行探测控制为“BIT机内测试”。,1,exact_text,,,485,mode_has_detect,,,失效模式“BMS通信异常”是否记录了现行探测控制？,1
是。失效模式“BMS通信异常”的现行探测控制是：BIT机内测试。,1,exact_boolean,,,486,mode_boolean_detect,,,失效模式“BMS通信异常”的现行探测控制是否为“BIT机内测试”？,1
是。失效模式“BMS通信异常”的建议措施是：定期检查和更新BMS系统。,1,exact_boolean,,,487,mode_boolean_action,,,失效模式“BMS通信异常”的建议措施是否为“定期检查和更新BMS系统”？,1
FMEA编号“H-187-6.5”对应的失效模式是：BMS通信异常。,1,exact_text,,,488,code_to_mode,,,FMEA编号“H-187-6.5”对应的失效模式是什么？,1
是。项目/功能“电池管理系”包含失效模式“BMS通信异常”。,1,exact_boolean,,,489,mode_project_repeat,,,项目/功能“电池管理系”中是否包含失效模式“BMS通信异常”？,1
失效模式“电池组整体温度过高”属于项目/功能“热管理系统”。,1,exact_text,,,490,mode_project,,,失效模式“电池组整体温度过高”属于哪个项目/功能？,1
失效模式“电池组整体温度过高”对应的FMEA编号是：H-187-7.1。,1,exact_text,,,491,mode_code,,,失效模式“电池组整体温度过高”对应的FMEA编号是什么？,1
失效模式“电池组整体温度过高”的RPN是：168。,1,exact_number,,,492,mode_rpn,,0.0,失效模式“电池组整体温度过高”的RPN是多少？,1
失效模式“电池组整体温度过高”的严酷度S是：6。,1,exact_number,,,493,mode_s,,0.0,失效模式“电池组整体温度过高”的严酷度S是多少？,1
