序号,全局序号,消融模型,去除模块,情景类别,题型,来源标签,模块标签,模块标签说明,难度,问题,参考答案,模型回答,是否正确,部分准确率,耗时毫秒,回答路径,上下文精确率,证据召回率,幻觉标记,多跳路径覆盖率,上下文条数,缺失文本项,缺失数值项,命中数值,无证据编号,无证据数值,标准文本项,标准数值项,预期字段,原始行号,错误信息
247,247,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“高压箱”里，失效模式“输出不受控制”的风险最后会体现成什么？,安全事故,后果: 安全事故,正确,1.0,494.22,语义RAG,1.0,1.0,0,,3,,,,,,安全事故,,,11,
248,248,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP012”对应的原因是否就是“元器件损坏”？,是,是的，FMEA编号“LFP012”对应的原因就是“元器件损坏”。,正确,1.0,561.92,语义RAG,0.6667,0.6667,0,,3,,,,,,,,是/否判断,11,
249,249,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP012”对应的后果是否就是“安全事故”？,是,否，FMEA编号“LFP012”对应的后果是“影响电池寿命或永久性损坏”。,错误,0.0,948.75,语义RAG,1.0,1.0,0,,3,是/否判断,,,,,,,是/否判断,11,
250,250,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“输出不受控制”是不是出现在项目/功能“高压箱”里？,是,不是。失效模式“输出不受控制”出现在项目/功能“高压箱”，但具体编号为LFP012，而并非直接描述该失效模式是否在高压箱中发生。,错误,0.0,1119.16,语义RAG,1.0,1.0,0,,3,是/否判断,,,,,,,是/否判断,11,
251,251,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“输出不受控制”对应的FMEA编号是什么？,LFP012,LFP012,正确,1.0,471.89,语义RAG,0.3333,1.0,0,,3,,,12.0,,,LFP012,,FmeaID,11,
252,252,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“高压箱”里，失效模式“输出不受控制”的后果是什么？,安全事故,安全事故,正确,1.0,794.04,语义RAG,1.0,1.0,0,,3,,,,,,安全事故,,,11,
253,253,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP013”这条的潜在失效原因/机理是什么？,无有效保护措施,无有效保护措施。,正确,1.0,446.8,语义RAG,0.3333,1.0,0,,3,,,,,,无有效保护措施,,,12,
254,254,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP013”这条的潜在失效后果是什么？,安全事故,不知道。,错误,0.0,467.69,语义RAG,0.0,1.0,0,,3,安全事故,,,,,安全事故,,,12,
255,255,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP013”这条的RPN是多少？,RPN=120.0,不知道。,错误,0.0,281.75,语义RAG,0.0,0.0,0,,3,,120.0,,,,,120.0,RPN,12,
256,256,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP013”这条的S是多少？,S=10.0,不知道。,错误,0.0,315.11,语义RAG,0.0,0.0,0,,3,,10.0,,,,,10.0,S,12,
257,257,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP013”这条的O是多少？,O=2.0,不知道。,错误,0.0,273.49,语义RAG,0.0,1.0,0,,3,,2.0,,,,,2.0,O,12,
258,258,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP013”这条的D是多少？,D=6.0,不知道。,错误,0.0,326.72,语义RAG,0.0,0.0,0,,3,,6.0,,,,,6.0,D,12,
259,259,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“高压带电”对应的潜在失效原因/机理是什么？,无有效保护措施,无有效保护措施,正确,1.0,804.38,语义RAG,1.0,1.0,0,,3,,,,,,无有效保护措施,,,12,
260,260,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“高压带电”对应的潜在失效后果是什么？,安全事故,安全事故,正确,1.0,269.76,语义RAG,1.0,1.0,0,,3,,,,,,安全事故,,,12,
261,261,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“高压带电”的RPN是多少？,RPN=120.0,120,正确,1.0,461.52,语义RAG,1.0,1.0,0,,3,,,120.0,,,,120.0,RPN,12,
262,262,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“高压箱”里，失效模式“高压带电”这个问题，原因讲白一点是什么？,无有效保护措施,无有效保护措施。,正确,1.0,494.47,语义RAG,0.6667,1.0,0,,3,,,,,,无有效保护措施,,,12,
263,263,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“高压箱”里，失效模式“高压带电”最后会带来什么后果？,安全事故,安全事故,正确,1.0,335.45,语义RAG,1.0,1.0,0,,3,,,,,,安全事故,,,12,
264,264,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“高压箱”里，失效模式“高压带电”的风险最后会体现成什么？,安全事故,后果 / FailureEffect: 安全事故,正确,1.0,352.76,语义RAG,1.0,1.0,0,,3,,,,,,安全事故,,,12,
265,265,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP013”对应的原因是否就是“无有效保护措施”？,是,是。,正确,1.0,465.07,语义RAG,0.3333,0.3333,0,,3,,,,,,,,是/否判断,12,
266,266,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP013”对应的后果是否就是“安全事故”？,是,是的，FMEA编号“LFP013”对应的后果就是“安全事故”。,正确,1.0,860.21,语义RAG,1.0,1.0,0,,3,,,,,,,,是/否判断,12,
267,267,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“高压带电”是不是出现在项目/功能“高压箱”里？,是,是的，失效模式“高压带电”出现在项目/功能“高压箱”里。,正确,1.0,954.19,语义RAG,1.0,1.0,0,,3,,,,,,,,是/否判断,12,
268,268,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“高压带电”对应的FMEA编号是什么？,LFP013,LFP013,正确,1.0,453.26,语义RAG,1.0,1.0,0,,3,,,13.0,,,LFP013,,FmeaID,12,
269,269,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“高压箱”里，失效模式“高压带电”的后果是什么？,安全事故,安全事故,正确,1.0,445.91,语义RAG,1.0,1.0,0,,3,,,,,,安全事故,,,12,
270,270,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP014”这条的潜在失效原因/机理是什么？,负载未断开、违规操作,负载未断开、违规操作。,正确,1.0,417.16,语义RAG,0.3333,1.0,0,,3,,,,,,负载未断开、违规操作,,,13,
271,271,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP014”这条的潜在失效后果是什么？,安全事故,不知道。,错误,0.0,465.97,语义RAG,0.0,1.0,0,,3,安全事故,,,,,安全事故,,,13,
272,272,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP014”这条的RPN是多少？,RPN=90.0,不知道。,错误,0.0,284.29,语义RAG,0.0,0.0,0,,3,,90.0,,,,,90.0,RPN,13,
273,273,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP014”这条的S是多少？,S=9.0,不知道。,错误,0.0,289.74,语义RAG,0.0,1.0,0,,3,,9.0,,,,,9.0,S,13,
274,274,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP014”这条的O是多少？,O=2.0,不知道。,错误,0.0,311.94,语义RAG,0.0,1.0,0,,3,,2.0,,,,,2.0,O,13,
275,275,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP014”这条的D是多少？,D=5.0,不知道。,错误,0.0,304.65,语义RAG,0.0,1.0,0,,3,,5.0,,,,,5.0,D,13,
276,276,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“在负载连接的情况下意外开盖”对应的潜在失效原因/机理是什么？,负载未断开、违规操作,负载未断开、违规操作,正确,1.0,793.33,语义RAG,0.6667,1.0,0,,3,,,,,,负载未断开、违规操作,,,13,
277,277,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“在负载连接的情况下意外开盖”对应的潜在失效后果是什么？,安全事故,安全事故,正确,1.0,403.18,语义RAG,0.3333,1.0,0,,3,,,,,,安全事故,,,13,
278,278,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“在负载连接的情况下意外开盖”的RPN是多少？,RPN=90.0,90,正确,1.0,313.89,语义RAG,0.3333,1.0,0,,3,,,90.0,,,,90.0,RPN,13,
279,279,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“高压箱”里，失效模式“在负载连接的情况下意外开盖”这个问题，原因讲白一点是什么？,负载未断开、违规操作,负载未断开、违规操作,正确,1.0,551.87,语义RAG,0.6667,1.0,0,,3,,,,,,负载未断开、违规操作,,,13,
280,280,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“高压箱”里，失效模式“在负载连接的情况下意外开盖”最后会带来什么后果？,安全事故,安全事故,正确,1.0,334.45,语义RAG,1.0,1.0,0,,3,,,,,,安全事故,,,13,
281,281,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“高压箱”里，失效模式“在负载连接的情况下意外开盖”的风险最后会体现成什么？,安全事故,后果: 安全事故,正确,1.0,373.82,语义RAG,1.0,1.0,0,,3,,,,,,安全事故,,,13,
282,282,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP014”对应的原因是否就是“负载未断开、违规操作”？,是,是的，失效原因 / FailureCause 为 “负载未断开、违规操作”。,正确,1.0,566.98,语义RAG,0.3333,0.3333,0,,3,,,,,,,,是/否判断,13,
283,283,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP014”对应的后果是否就是“安全事故”？,是,是的，FMEA编号“LFP014”对应的后果就是“安全事故”。,正确,1.0,846.9,语义RAG,1.0,1.0,0,,3,,,,,,,,是/否判断,13,
284,284,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“在负载连接的情况下意外开盖”是不是出现在项目/功能“高压箱”里？,是,是的，失效模式“在负载连接的情况下意外开盖”出现在项目/功能“高压箱”里。,正确,1.0,1003.05,语义RAG,1.0,1.0,0,,3,,,,,,,,是/否判断,13,
285,285,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“在负载连接的情况下意外开盖”对应的FMEA编号是什么？,LFP014,LFP014,正确,1.0,458.22,语义RAG,0.3333,1.0,0,,3,,,14.0,,,LFP014,,FmeaID,13,
286,286,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“高压箱”里，失效模式“在负载连接的情况下意外开盖”的后果是什么？,安全事故,安全事故,正确,1.0,480.47,语义RAG,1.0,1.0,0,,3,,,,,,安全事故,,,13,
287,287,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP015”这条的潜在失效原因/机理是什么？,充电时继电器未断开,负载时继电器未断开。,错误,0.0,484.67,语义RAG,0.3333,1.0,0,,3,充电时继电器未断开,,,,,充电时继电器未断开,,,14,
288,288,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP015”这条的潜在失效后果是什么？,安全事故,不知道。,错误,0.0,441.03,语义RAG,0.0,1.0,0,,3,安全事故,,,,,安全事故,,,14,
289,289,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP015”这条的RPN是多少？,RPN=90.0,不知道。,错误,0.0,279.29,语义RAG,0.0,0.0,0,,3,,90.0,,,,,90.0,RPN,14,
290,290,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP015”这条的S是多少？,S=9.0,不知道。,错误,0.0,283.29,语义RAG,0.0,1.0,0,,3,,9.0,,,,,9.0,S,14,
291,291,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP015”这条的O是多少？,O=2.0,不知道。,错误,0.0,311.81,语义RAG,0.0,1.0,0,,3,,2.0,,,,,2.0,O,14,
292,292,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP015”这条的D是多少？,D=5.0,不知道。,错误,0.0,241.15,语义RAG,0.0,1.0,0,,3,,5.0,,,,,5.0,D,14,
293,293,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“充电时触电”对应的潜在失效原因/机理是什么？,充电时继电器未断开,充电时触电的潜在失效原因是：充电时继电器未断开。,正确,1.0,865.5,语义RAG,0.3333,1.0,0,,3,,,,,,充电时继电器未断开,,,14,
294,294,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“充电时触电”对应的潜在失效后果是什么？,安全事故,你询问的失效模式“充电时触电”在提供的上下文中并没有出现，因此根据现有信息无法回答该问题。,错误,0.0,643.78,语义RAG,0.0,1.0,0,,3,安全事故,,,,,安全事故,,,14,
295,295,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“充电时触电”的RPN是多少？,RPN=90.0,不知道。,错误,0.0,259.34,语义RAG,0.0,0.0,0,,3,,90.0,,,,,90.0,RPN,14,
296,296,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“高压箱”里，失效模式“充电时触电”这个问题，原因讲白一点是什么？,充电时继电器未断开,原因是充电时继电器未断开。,正确,1.0,881.88,语义RAG,0.6667,1.0,0,,3,,,,,,充电时继电器未断开,,,14,
297,297,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“高压箱”里，失效模式“充电时触电”最后会带来什么后果？,安全事故,安全事故,正确,1.0,498.42,语义RAG,1.0,1.0,0,,3,,,,,,安全事故,,,14,
298,298,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“高压箱”里，失效模式“充电时触电”的风险最后会体现成什么？,安全事故,后果 / FailureEffect: 安全事故,正确,1.0,531.29,语义RAG,1.0,1.0,0,,3,,,,,,安全事故,,,14,
299,299,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP015”对应的原因是否就是“充电时继电器未断开”？,是,是的，失效原因 / FailureCause 为 “充电时继电器未断开”。,正确,1.0,584.36,语义RAG,0.3333,0.3333,0,,3,,,,,,,,是/否判断,14,
300,300,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP015”对应的后果是否就是“安全事故”？,是,是的，FMEA编号“LFP015”对应的后果就是“安全事故”。,正确,1.0,898.52,语义RAG,1.0,1.0,0,,3,,,,,,,,是/否判断,14,
301,301,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“充电时触电”是不是出现在项目/功能“高压箱”里？,是,是的，失效模式“充电时触电”出现在项目/功能“高压箱”里。,正确,1.0,932.52,语义RAG,1.0,1.0,0,,3,,,,,,,,是/否判断,14,
302,302,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“充电时触电”对应的FMEA编号是什么？,LFP015,不知道。,错误,0.0,473.02,语义RAG,0.0,0.0,0,,3,LFP015,,,,,LFP015,,FmeaID,14,
303,303,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“高压箱”里，失效模式“充电时触电”的后果是什么？,安全事故,安全事故,正确,1.0,794.4,语义RAG,1.0,1.0,0,,3,,,,,,安全事故,,,14,
304,304,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,project_avg_rpn,,M2_规则推理,规则推理,中等,项目/功能“热管理系统”的平均RPN是多少？,平均RPN=128.33,根据上下文，项目/功能“热管理系统”的最高RPN为168（由FMEA编号LFP017和LFP016的失效模式引起），但没有直接给出其平均RPN。因此，基于提供的信息，无法确定“热管理系统”的平均RPN是多少。,错误,0.0,1274.97,语义RAG,0.3333,0.0,0,,3,,128.33333333333334,,,,,128.33333333333334,RPN,15,
305,305,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,project_top_mode,,M2_规则推理,规则推理,中等,项目/功能“热管理系统”里RPN最高的失效模式是什么？,电池组整体温度过高；RPN=168.0,电池组整体温度过高,错误,0.5,767.84,语义RAG,0.3333,1.0,0,,3,,168.0,,,,电池组整体温度过高,168.0,FailureMode；RPN,15,
306,306,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,project_top_effect,,M2_规则推理,规则推理,中等,项目/功能“热管理系统”里RPN最高的那条，它的后果是什么？,影响电池工作,影响电池工作,正确,1.0,303.61,语义RAG,0.3333,1.0,0,1.0,3,,,,,,影响电池工作,,FailureEffect,15,
307,307,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP016”这条的潜在失效原因/机理是什么？,风道设计不合理,风道设计不合理,正确,1.0,438.6,语义RAG,0.3333,1.0,0,,3,,,,,,风道设计不合理,,,15,
308,308,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP016”这条的潜在失效后果是什么？,影响电池工作,不知道。,错误,0.0,445.78,语义RAG,0.0,1.0,0,,3,影响电池工作,,,,,影响电池工作,,,15,
309,309,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,rpn_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP016”这条的RPN是多少？,RPN=168.0,不知道。,错误,0.0,263.86,语义RAG,0.0,0.0,0,,3,,168.0,,,,,168.0,RPN,15,
310,310,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,s_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP016”这条的S是多少？,S=6.0,不知道。,错误,0.0,287.64,语义RAG,0.0,0.0,0,,3,,6.0,,,,,6.0,S,15,
311,311,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,o_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP016”这条的O是多少？,O=4.0,不知道。,错误,0.0,302.43,语义RAG,0.0,1.0,0,,3,,4.0,,,,,4.0,O,15,
312,312,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,d_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP016”这条的D是多少？,D=7.0,不知道。,错误,0.0,260.45,语义RAG,0.0,1.0,0,,3,,7.0,,,,,7.0,D,15,
313,313,Full-ΣMi残差模型,M1+M2+M3+M4,故障措施推荐类,action_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP016”这条的建议措施是什么？,增加散热,不知道。,错误,0.0,281.61,语义RAG,0.0,0.0,0,,3,增加散热,,,,,增加散热,,RecommendedAction,15,
314,314,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池组整体温度过高”对应的潜在失效原因/机理是什么？,风道设计不合理,失效模式“电池组整体温度过高”的潜在失效原因是：风道设计不合理。,正确,1.0,935.62,语义RAG,0.3333,1.0,0,,3,,,,,,风道设计不合理,,,15,
315,315,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池组整体温度过高”对应的潜在失效后果是什么？,影响电池工作,影响电池工作,正确,1.0,319.75,语义RAG,0.3333,1.0,0,,3,,,,,,影响电池工作,,,15,
316,316,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,rpn_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池组整体温度过高”的RPN是多少？,RPN=168.0,168,正确,1.0,314.37,语义RAG,0.3333,1.0,0,,3,,,168.0,,,,168.0,RPN,15,
317,317,Full-ΣMi残差模型,M1+M2+M3+M4,故障措施推荐类,action_mode,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池组整体温度过高”对应的建议措施是什么？,增加散热,增加散热.,正确,1.0,306.69,语义RAG,0.3333,1.0,0,,3,,,,,,增加散热,,RecommendedAction,15,
318,318,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“热管理系统”里，失效模式“电池组整体温度过高”这个问题，原因讲白一点是什么？,风道设计不合理,原因=风道设计不合理;,正确,1.0,434.22,语义RAG,0.3333,1.0,0,,3,,,,,,风道设计不合理,,,15,
319,319,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“热管理系统”里，失效模式“电池组整体温度过高”最后会带来什么后果？,影响电池工作,后果=影响电池工作,正确,1.0,499.73,语义RAG,0.3333,1.0,0,,3,,,,,,影响电池工作,,,15,
320,320,Full-ΣMi残差模型,M1+M2+M3+M4,故障措施推荐类,action_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“热管理系统”里，失效模式“电池组整体温度过高”一般怎么处理？,增加散热,建议措施=增加散热.,正确,1.0,488.54,语义RAG,0.3333,1.0,0,,3,,,,,,增加散热,,,15,
321,321,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_colloquial,,M3_查询理解与语义检索增强,口语化/模糊检索,中等,在项目/功能“热管理系统”里，失效模式“电池组整体温度过高”的风险最后会体现成什么？,影响电池工作,后果=影响电池工作,正确,1.0,328.38,语义RAG,0.3333,1.0,0,,3,,,,,,影响电池工作,,,15,
322,322,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP016”对应的原因是否就是“风道设计不合理”？,是,是的，FMEA编号“LFP016”对应的原因就是“风道设计不合理”。,正确,1.0,582.8,语义RAG,0.6667,0.6667,0,,3,,,,,,,,是/否判断,15,
323,323,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_bool,,M4_证据裁决,证据裁决,简单,FMEA编号“LFP016”对应的后果是否就是“影响电池工作”？,是,不是。FMEA编号“LFP016”对应的后果并不是“影响电池工作”。根据提供的上下文，编号为“LFP020”的热管理系统相关失效模式的后果是“影响电池工作”，而编号为“LFP011”的高压箱相关失效模式的后果是“安全事故”。编号为“LFP016”的信息并未在给定的上下文中出现。,错误,0.0,1144.09,语义RAG,0.3333,0.3333,0,,3,是/否判断,,,,,,,是/否判断,15,
324,324,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,mode_project_bool,,M4_证据裁决,证据裁决,简单,失效模式“电池组整体温度过高”是不是出现在项目/功能“热管理系统”里？,是,是的，失效模式“电池组整体温度过高”出现在项目/功能“热管理系统”里。,正确,1.0,947.93,语义RAG,0.3333,0.3333,0,,3,,,,,,,,是/否判断,15,
325,325,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_code,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,失效模式“电池组整体温度过高”对应的FMEA编号是什么？,LFP016,LFP016,正确,1.0,284.21,语义RAG,0.3333,1.0,0,,3,,,16.0,,,LFP016,,FmeaID,15,
326,326,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,risk_mode_project,,M3_查询理解与语义检索增强,口语化/模糊检索,简单,在项目/功能“热管理系统”里，失效模式“电池组整体温度过高”的后果是什么？,影响电池工作,后果=影响电池工作,正确,1.0,351.78,语义RAG,0.3333,1.0,0,,3,,,,,,影响电池工作,,,15,
327,327,Full-ΣMi残差模型,M1+M2+M3+M4,故障原因诊断类,cause_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP017”这条的潜在失效原因/机理是什么？,加热系统未工作或设计达不到要求,潜在失效原因/机理是：加热系统未工作或设计达不到要求。,正确,1.0,577.25,语义RAG,0.3333,1.0,0,,3,,,,,,加热系统未工作或设计达不到要求,,,16,
328,328,Full-ΣMi残差模型,M1+M2+M3+M4,风险影响评估类,effect_code,,M1_编号直答,CSV直答,简单,FMEA编号“LFP017”这条的潜在失效后果是什么？,影响电池工作,不知道。,错误,0.0,428.2,语义RAG,0.0,1.0,0,,3,影响电池工作,,,,,影响电池工作,,,16,
